_time,pax_id,STEP,LOCATION,GATE
"""2018-11-24T08:39:00.000Z""",7c59e091.bd699,LEAVE Security Check,SEC-POS-2,
"""2018-11-24T09:00:00.000Z""",7c59e091.bd699,LEAVE Duty Free Area,Terminal 1,
"""2018-11-24T09:18:00.000Z""",7c59e091.bd699,ENTER Bording Gate Area,Terminal 1,A17
"""2018-11-24T08:33:00.000Z""",7c59e091.bd699,ENTER Security Check,SEC-POS-2,
"""2018-11-24T08:48:00.000Z""",7c59e091.bd699,ENTER Duty Free Area,Terminal 1,
"""2018-11-24T10:18:00.000Z""",7c59e091.bd699,BOARD Aircraft,Terminal 1,A17
"""2018-11-24T08:09:00.000Z""",7c59e091.bd699,ENTER Security Lane,SEC-LANE-5,
"""2018-03-17T07:45:00.000Z""",b7cc631.8d7d5a,ENTER Departure Hall,Terminal 1,
"""2018-03-17T08:30:00.000Z""",b7cc631.8d7d5a,LEAVE Security Check,SEC-POS-2,
"""2018-03-17T10:00:00.000Z""",b7cc631.8d7d5a,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-17T11:39:00.000Z""",b7cc631.8d7d5a,LEAVE Dining Area,Terminal 1,
"""2018-03-17T11:57:00.000Z""",b7cc631.8d7d5a,ENTER Bording Gate Area,Terminal 1,B13
"""2018-03-17T08:24:00.000Z""",b7cc631.8d7d5a,ENTER Security Check,SEC-POS-2,
"""2018-03-17T08:45:00.000Z""",b7cc631.8d7d5a,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-17T10:24:00.000Z""",b7cc631.8d7d5a,ENTER Dining Area,Terminal 1,
"""2018-03-17T12:57:00.000Z""",b7cc631.8d7d5a,BOARD Aircraft,Terminal 1,B13
"""2018-03-17T08:00:00.000Z""",b7cc631.8d7d5a,ENTER Security Lane,SEC-LANE-5,
"""2018-12-05T13:47:00.000Z""",904af007.2dbc9,ENTER Departure Hall,Terminal 1,
"""2018-12-05T14:17:00.000Z""",904af007.2dbc9,LEAVE Security Check,SEC-POS-2,
"""2018-12-05T14:21:00.000Z""",904af007.2dbc9,Passport Control,Border-Control Booth 1,
"""2018-12-05T15:21:00.000Z""",904af007.2dbc9,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-05T15:35:00.000Z""",904af007.2dbc9,LEAVE Duty Free Area,Terminal 1,
"""2018-12-05T16:41:00.000Z""",904af007.2dbc9,LEAVE Dining Area,Terminal 1,
"""2018-12-05T16:53:00.000Z""",904af007.2dbc9,ENTER Bording Gate Area,Terminal 1,B8
"""2018-12-05T14:13:00.000Z""",904af007.2dbc9,ENTER Security Check,SEC-POS-2,
"""2018-12-05T14:31:00.000Z""",904af007.2dbc9,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-05T15:27:00.000Z""",904af007.2dbc9,ENTER Duty Free Area,Terminal 1,
"""2018-12-05T15:51:00.000Z""",904af007.2dbc9,ENTER Dining Area,Terminal 1,
"""2018-12-05T17:33:00.000Z""",904af007.2dbc9,BOARD Aircraft,Terminal 1,B8
"""2018-12-05T13:57:00.000Z""",904af007.2dbc9,ENTER Security Lane,SEC-LANE-5,
"""2018-02-01T05:13:00.000Z""",a86d7ffe.6c783,ENTER Departure Hall,Terminal 1,
"""2018-02-01T05:33:00.000Z""",a86d7ffe.6c783,LEAVING Departure Hall,Terminal 1,
"""2018-10-16T09:11:00.000Z""",f08171af.32fb5,ENTER Departure Hall,Terminal 1,
"""2018-10-16T09:19:00.000Z""",f08171af.32fb5,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-16T09:34:00.000Z""",f08171af.32fb5,LEAVE Security Check,SEC-POS-2,
"""2018-10-16T09:36:00.000Z""",f08171af.32fb5,Passport Control,Border-Control Booth 1,
"""2018-10-16T10:06:00.000Z""",f08171af.32fb5,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-16T10:13:00.000Z""",f08171af.32fb5,LEAVE Duty Free Area,Terminal 1,
"""2018-10-16T10:46:00.000Z""",f08171af.32fb5,LEAVE Dining Area,Terminal 1,
"""2018-10-16T10:52:00.000Z""",f08171af.32fb5,ENTER Bording Gate Area,Terminal 1,B13
"""2018-10-16T09:16:00.000Z""",f08171af.32fb5,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-16T09:32:00.000Z""",f08171af.32fb5,ENTER Security Check,SEC-POS-2,
"""2018-10-16T09:41:00.000Z""",f08171af.32fb5,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-16T10:09:00.000Z""",f08171af.32fb5,ENTER Duty Free Area,Terminal 1,
"""2018-10-16T10:21:00.000Z""",f08171af.32fb5,ENTER Dining Area,Terminal 1,
"""2018-10-16T11:12:00.000Z""",f08171af.32fb5,BOARD Aircraft,Terminal 1,B13
"""2018-10-16T09:24:00.000Z""",f08171af.32fb5,ENTER Security Lane,SEC-LANE-5,
"""2018-06-06T03:35:00.000Z""",89f7437b.ec72d,ENTER Departure Hall,Terminal 1,
"""2018-06-06T03:51:00.000Z""",89f7437b.ec72d,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-06T04:21:00.000Z""",89f7437b.ec72d,LEAVE Security Check,SEC-POS-2,
"""2018-06-06T04:35:00.000Z""",89f7437b.ec72d,LEAVE Duty Free Area,Terminal 1,
"""2018-06-06T05:35:00.000Z""",89f7437b.ec72d,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-06T06:01:00.000Z""",89f7437b.ec72d,ENTER Bording Gate Area,Terminal 1,B1
"""2018-06-06T03:45:00.000Z""",89f7437b.ec72d,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-06T04:17:00.000Z""",89f7437b.ec72d,ENTER Security Check,SEC-POS-2,
"""2018-06-06T05:49:00.000Z""",89f7437b.ec72d,LEAVE Duty Free Area,Terminal 1,
"""2018-06-06T04:45:00.000Z""",89f7437b.ec72d,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-06T06:41:00.000Z""",89f7437b.ec72d,BOARD Aircraft,Terminal 1,B1
"""2018-06-06T04:01:00.000Z""",89f7437b.ec72d,ENTER Security Lane,SEC-LANE-5,
"""2018-06-06T05:41:00.000Z""",89f7437b.ec72d,ENTER Duty Free Area,Terminal 1,
"""2018-06-06T04:27:00.000Z""",89f7437b.ec72d,ENTER Duty Free Area,Terminal 1,
"""2018-12-28T04:47:00.000Z""",caf7f39f.f0bbe,ENTER Departure Hall,Terminal 1,
"""2018-12-28T05:17:00.000Z""",caf7f39f.f0bbe,LEAVE Security Check,SEC-POS-2,
"""2018-12-28T06:17:00.000Z""",caf7f39f.f0bbe,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-28T07:23:00.000Z""",caf7f39f.f0bbe,LEAVE Dining Area,Terminal 1,
"""2018-12-28T07:35:00.000Z""",caf7f39f.f0bbe,ENTER Bording Gate Area,Terminal 1,A18
"""2018-12-28T05:13:00.000Z""",caf7f39f.f0bbe,ENTER Security Check,SEC-POS-2,
"""2018-12-28T05:27:00.000Z""",caf7f39f.f0bbe,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-28T06:33:00.000Z""",caf7f39f.f0bbe,ENTER Dining Area,Terminal 1,
"""2018-12-28T08:15:00.000Z""",caf7f39f.f0bbe,BOARD Aircraft,Terminal 1,A18
"""2018-12-28T04:57:00.000Z""",caf7f39f.f0bbe,ENTER Security Lane,SEC-LANE-5,
"""2018-10-19T10:24:00.000Z""",7a267ca9.52f7e4,ENTER Departure Hall,Terminal 1,
"""2018-10-19T10:39:00.000Z""",7a267ca9.52f7e4,LEAVE Security Check,SEC-POS-2,
"""2018-10-19T11:09:00.000Z""",7a267ca9.52f7e4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-19T11:15:00.000Z""",7a267ca9.52f7e4,ENTER Bording Gate Area,Terminal 1,B2
"""2018-10-19T10:37:00.000Z""",7a267ca9.52f7e4,ENTER Security Check,SEC-POS-2,
"""2018-10-19T10:44:00.000Z""",7a267ca9.52f7e4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-19T11:35:00.000Z""",7a267ca9.52f7e4,BOARD Aircraft,Terminal 1,B2
"""2018-10-19T10:29:00.000Z""",7a267ca9.52f7e4,ENTER Security Lane,SEC-LANE-5,
"""2018-02-27T15:32:00.000Z""",8f65b4be.205868,ENTER Departure Hall,Terminal 1,
"""2018-02-27T16:02:00.000Z""",8f65b4be.205868,LEAVE Security Check,SEC-POS-2,
"""2018-02-27T16:06:00.000Z""",8f65b4be.205868,Passport Control,Border-Control Booth 1,
"""2018-02-27T16:20:00.000Z""",8f65b4be.205868,LEAVE Duty Free Area,Terminal 1,
"""2018-02-27T17:26:00.000Z""",8f65b4be.205868,LEAVE Dining Area,Terminal 1,
"""2018-02-27T17:38:00.000Z""",8f65b4be.205868,ENTER Bording Gate Area,Terminal 1,A19
"""2018-02-27T15:58:00.000Z""",8f65b4be.205868,ENTER Security Check,SEC-POS-2,
"""2018-02-27T16:12:00.000Z""",8f65b4be.205868,ENTER Duty Free Area,Terminal 1,
"""2018-02-27T16:36:00.000Z""",8f65b4be.205868,ENTER Dining Area,Terminal 1,
"""2018-02-27T18:18:00.000Z""",8f65b4be.205868,BOARD Aircraft,Terminal 1,A19
"""2018-02-27T15:42:00.000Z""",8f65b4be.205868,ENTER Security Lane,SEC-LANE-5,
"""2018-12-23T15:21:00.000Z""",25358422.168a0c,ENTER Departure Hall,Terminal 1,
"""2018-12-23T15:37:00.000Z""",25358422.168a0c,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-23T16:07:00.000Z""",25358422.168a0c,LEAVE Security Check,SEC-POS-2,
"""2018-12-23T16:11:00.000Z""",25358422.168a0c,Passport Control,Border-Control Booth 1,
"""2018-12-23T16:23:00.000Z""",25358422.168a0c,ENTER Bording Gate Area,Terminal 1,B15
"""2018-12-23T15:31:00.000Z""",25358422.168a0c,ENTER Baggage-Drop Area,Terminal 1,
"""2018-12-23T16:03:00.000Z""",25358422.168a0c,ENTER Security Check,SEC-POS-2,
"""2018-12-23T17:03:00.000Z""",25358422.168a0c,BOARD Aircraft,Terminal 1,B15
"""2018-12-23T15:47:00.000Z""",25358422.168a0c,ENTER Security Lane,SEC-LANE-5,
"""2018-07-19T14:36:00.000Z""",e8937d9c.4010e,ENTER Departure Hall,Terminal 1,
"""2018-07-19T14:52:00.000Z""",e8937d9c.4010e,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-19T15:22:00.000Z""",e8937d9c.4010e,LEAVE Security Check,SEC-POS-2,
"""2018-07-19T15:34:00.000Z""",e8937d9c.4010e,ENTER Bording Gate Area,Terminal 1,B7
"""2018-07-19T14:46:00.000Z""",e8937d9c.4010e,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-19T15:18:00.000Z""",e8937d9c.4010e,ENTER Security Check,SEC-POS-2,
"""2018-07-19T16:14:00.000Z""",e8937d9c.4010e,BOARD Aircraft,Terminal 1,B7
"""2018-07-19T15:02:00.000Z""",e8937d9c.4010e,ENTER Security Lane,SEC-LANE-5,
"""2018-06-18T05:56:00.000Z""",4275bf03.d6e9e,ENTER Departure Hall,Terminal 1,
"""2018-06-18T06:12:00.000Z""",4275bf03.d6e9e,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-18T06:42:00.000Z""",4275bf03.d6e9e,LEAVE Security Check,SEC-POS-2,
"""2018-06-18T06:46:00.000Z""",4275bf03.d6e9e,Passport Control,Border-Control Booth 1,
"""2018-06-18T07:00:00.000Z""",4275bf03.d6e9e,LEAVE Duty Free Area,Terminal 1,
"""2018-06-18T08:00:00.000Z""",4275bf03.d6e9e,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-18T09:20:00.000Z""",4275bf03.d6e9e,LEAVE Dining Area,Terminal 1,
"""2018-06-18T09:32:00.000Z""",4275bf03.d6e9e,ENTER Bording Gate Area,Terminal 1,B2
"""2018-06-18T06:06:00.000Z""",4275bf03.d6e9e,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-18T06:38:00.000Z""",4275bf03.d6e9e,ENTER Security Check,SEC-POS-2,
"""2018-06-18T08:14:00.000Z""",4275bf03.d6e9e,LEAVE Duty Free Area,Terminal 1,
"""2018-06-18T07:10:00.000Z""",4275bf03.d6e9e,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-18T08:30:00.000Z""",4275bf03.d6e9e,ENTER Dining Area,Terminal 1,
"""2018-06-18T10:12:00.000Z""",4275bf03.d6e9e,BOARD Aircraft,Terminal 1,B2
"""2018-06-18T06:22:00.000Z""",4275bf03.d6e9e,ENTER Security Lane,SEC-LANE-5,
"""2018-06-18T08:06:00.000Z""",4275bf03.d6e9e,ENTER Duty Free Area,Terminal 1,
"""2018-06-18T06:52:00.000Z""",4275bf03.d6e9e,ENTER Duty Free Area,Terminal 1,
"""2018-04-01T13:16:00.000Z""",506e5c1a.405354,ENTER Departure Hall,Terminal 1,
"""2018-04-01T13:32:00.000Z""",506e5c1a.405354,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-01T14:02:00.000Z""",506e5c1a.405354,LEAVE Security Check,SEC-POS-2,
"""2018-04-01T14:16:00.000Z""",506e5c1a.405354,LEAVE Duty Free Area,Terminal 1,
"""2018-04-01T15:16:00.000Z""",506e5c1a.405354,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-01T16:36:00.000Z""",506e5c1a.405354,LEAVE Dining Area,Terminal 1,
"""2018-04-01T16:48:00.000Z""",506e5c1a.405354,ENTER Bording Gate Area,Terminal 1,B9
"""2018-04-01T13:26:00.000Z""",506e5c1a.405354,ENTER Baggage-Drop Area,Terminal 1,
"""2018-04-01T13:58:00.000Z""",506e5c1a.405354,ENTER Security Check,SEC-POS-2,
"""2018-04-01T15:30:00.000Z""",506e5c1a.405354,LEAVE Duty Free Area,Terminal 1,
"""2018-04-01T14:26:00.000Z""",506e5c1a.405354,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-01T15:46:00.000Z""",506e5c1a.405354,ENTER Dining Area,Terminal 1,
"""2018-04-01T17:28:00.000Z""",506e5c1a.405354,BOARD Aircraft,Terminal 1,B9
"""2018-04-01T13:42:00.000Z""",506e5c1a.405354,ENTER Security Lane,SEC-LANE-5,
"""2018-04-01T15:22:00.000Z""",506e5c1a.405354,ENTER Duty Free Area,Terminal 1,
"""2018-04-01T14:08:00.000Z""",506e5c1a.405354,ENTER Duty Free Area,Terminal 1,
"""2018-12-29T18:13:00.000Z""",f50826f1.5e26f8,ENTER Departure Hall,Terminal 1,
"""2018-12-29T18:46:00.000Z""",f50826f1.5e26f8,LEAVE Check-In Area,Terminal 1,
"""2018-12-29T19:31:00.000Z""",f50826f1.5e26f8,LEAVE Security Check,SEC-POS-2,
"""2018-12-29T21:01:00.000Z""",f50826f1.5e26f8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-29T21:19:00.000Z""",f50826f1.5e26f8,ENTER Bording Gate Area,Terminal 1,B1
"""2018-12-29T18:28:00.000Z""",f50826f1.5e26f8,ENTER Check-In Area,Terminal 1,
"""2018-12-29T19:25:00.000Z""",f50826f1.5e26f8,ENTER Security Check,SEC-POS-2,
"""2018-12-29T19:46:00.000Z""",f50826f1.5e26f8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-29T22:19:00.000Z""",f50826f1.5e26f8,BOARD Aircraft,Terminal 1,B1
"""2018-12-29T19:01:00.000Z""",f50826f1.5e26f8,ENTER Security Lane,SEC-LANE-5,
"""2018-07-07T07:08:00.000Z""",3aeb66f5.fadb5a,ENTER Departure Hall,Terminal 1,
"""2018-07-07T07:38:00.000Z""",3aeb66f5.fadb5a,LEAVING Departure Hall,Terminal 1,
"""2018-08-08T15:02:00.000Z""",69d2acc1.ffecf4,ENTER Departure Hall,Terminal 1,
"""2018-08-08T15:32:00.000Z""",69d2acc1.ffecf4,LEAVING Departure Hall,Terminal 1,
"""2018-06-08T14:29:00.000Z""",b53eaece.83b98,ENTER Departure Hall,Terminal 1,
"""2018-06-08T14:49:00.000Z""",b53eaece.83b98,LEAVING Departure Hall,Terminal 1,
"""2018-03-02T11:32:00.000Z""",94bf58b.709e5a8,ENTER Departure Hall,Terminal 1,
"""2018-03-02T11:42:00.000Z""",94bf58b.709e5a8,LEAVING Departure Hall,Terminal 1,
"""2018-06-14T03:08:00.000Z""",c1d33555.1dbff8,ENTER Departure Hall,Terminal 1,
"""2018-06-14T03:38:00.000Z""",c1d33555.1dbff8,LEAVE Security Check,SEC-POS-2,
"""2018-06-14T03:42:00.000Z""",c1d33555.1dbff8,Passport Control,Border-Control Booth 1,
"""2018-06-14T04:48:00.000Z""",c1d33555.1dbff8,LEAVE Dining Area,Terminal 1,
"""2018-06-14T05:00:00.000Z""",c1d33555.1dbff8,ENTER Bording Gate Area,Terminal 1,B8
"""2018-06-14T03:34:00.000Z""",c1d33555.1dbff8,ENTER Security Check,SEC-POS-2,
"""2018-06-14T03:58:00.000Z""",c1d33555.1dbff8,ENTER Dining Area,Terminal 1,
"""2018-06-14T05:40:00.000Z""",c1d33555.1dbff8,BOARD Aircraft,Terminal 1,B8
"""2018-06-14T03:18:00.000Z""",c1d33555.1dbff8,ENTER Security Lane,SEC-LANE-5,
"""2018-07-05T17:05:00.000Z""",fe261c82.f207d,ENTER Departure Hall,Terminal 1,
"""2018-07-05T17:50:00.000Z""",fe261c82.f207d,LEAVE Security Check,SEC-POS-2,
"""2018-07-05T19:20:00.000Z""",fe261c82.f207d,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T20:59:00.000Z""",fe261c82.f207d,LEAVE Dining Area,Terminal 1,
"""2018-07-05T21:17:00.000Z""",fe261c82.f207d,ENTER Bording Gate Area,Terminal 1,B4
"""2018-07-05T17:44:00.000Z""",fe261c82.f207d,ENTER Security Check,SEC-POS-2,
"""2018-07-05T18:05:00.000Z""",fe261c82.f207d,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T19:44:00.000Z""",fe261c82.f207d,ENTER Dining Area,Terminal 1,
"""2018-07-05T22:17:00.000Z""",fe261c82.f207d,BOARD Aircraft,Terminal 1,B4
"""2018-07-05T17:20:00.000Z""",fe261c82.f207d,ENTER Security Lane,SEC-LANE-5,
"""2018-11-30T17:14:00.000Z""",c5d8d51b.858858,ENTER Departure Hall,Terminal 1,
"""2018-11-30T17:47:00.000Z""",c5d8d51b.858858,LEAVE Check-In Area,Terminal 1,
"""2018-11-30T18:32:00.000Z""",c5d8d51b.858858,LEAVE Security Check,SEC-POS-2,
"""2018-11-30T20:02:00.000Z""",c5d8d51b.858858,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-30T20:23:00.000Z""",c5d8d51b.858858,LEAVE Duty Free Area,Terminal 1,
"""2018-11-30T22:02:00.000Z""",c5d8d51b.858858,LEAVE Dining Area,Terminal 1,
"""2018-11-30T22:20:00.000Z""",c5d8d51b.858858,ENTER Bording Gate Area,Terminal 1,A11
"""2018-11-30T17:29:00.000Z""",c5d8d51b.858858,ENTER Check-In Area,Terminal 1,
"""2018-11-30T18:26:00.000Z""",c5d8d51b.858858,ENTER Security Check,SEC-POS-2,
"""2018-11-30T18:47:00.000Z""",c5d8d51b.858858,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-30T20:11:00.000Z""",c5d8d51b.858858,ENTER Duty Free Area,Terminal 1,
"""2018-11-30T20:47:00.000Z""",c5d8d51b.858858,ENTER Dining Area,Terminal 1,
"""2018-11-30T23:20:00.000Z""",c5d8d51b.858858,BOARD Aircraft,Terminal 1,A11
"""2018-11-30T18:02:00.000Z""",c5d8d51b.858858,ENTER Security Lane,SEC-LANE-5,
"""2018-12-13T04:07:00.000Z""",e19facdb.a4448,ENTER Departure Hall,Terminal 1,
"""2018-12-13T04:29:00.000Z""",e19facdb.a4448,LEAVE Check-In Area,Terminal 1,
"""2018-12-13T04:59:00.000Z""",e19facdb.a4448,LEAVE Security Check,SEC-POS-2,
"""2018-12-13T05:03:00.000Z""",e19facdb.a4448,Passport Control,Border-Control Booth 1,
"""2018-12-13T06:03:00.000Z""",e19facdb.a4448,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-13T06:17:00.000Z""",e19facdb.a4448,LEAVE Duty Free Area,Terminal 1,
"""2018-12-13T07:23:00.000Z""",e19facdb.a4448,LEAVE Dining Area,Terminal 1,
"""2018-12-13T07:35:00.000Z""",e19facdb.a4448,ENTER Bording Gate Area,Terminal 1,B11
"""2018-12-13T04:17:00.000Z""",e19facdb.a4448,ENTER Check-In Area,Terminal 1,
"""2018-12-13T04:55:00.000Z""",e19facdb.a4448,ENTER Security Check,SEC-POS-2,
"""2018-12-13T05:13:00.000Z""",e19facdb.a4448,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-13T06:09:00.000Z""",e19facdb.a4448,ENTER Duty Free Area,Terminal 1,
"""2018-12-13T06:33:00.000Z""",e19facdb.a4448,ENTER Dining Area,Terminal 1,
"""2018-12-13T08:15:00.000Z""",e19facdb.a4448,BOARD Aircraft,Terminal 1,B11
"""2018-12-13T04:39:00.000Z""",e19facdb.a4448,ENTER Security Lane,SEC-LANE-5,
"""2018-09-13T15:42:00.000Z""",b1e3b35f.717d1,ENTER Departure Hall,Terminal 1,
"""2018-09-13T16:15:00.000Z""",b1e3b35f.717d1,LEAVE Check-In Area,Terminal 1,
"""2018-09-13T17:00:00.000Z""",b1e3b35f.717d1,LEAVE Security Check,SEC-POS-2,
"""2018-09-13T17:18:00.000Z""",b1e3b35f.717d1,ENTER Bording Gate Area,Terminal 1,A17
"""2018-09-13T15:57:00.000Z""",b1e3b35f.717d1,ENTER Check-In Area,Terminal 1,
"""2018-09-13T16:54:00.000Z""",b1e3b35f.717d1,ENTER Security Check,SEC-POS-2,
"""2018-09-13T18:18:00.000Z""",b1e3b35f.717d1,BOARD Aircraft,Terminal 1,A17
"""2018-09-13T16:30:00.000Z""",b1e3b35f.717d1,ENTER Security Lane,SEC-LANE-5,
"""2018-02-07T15:15:00.000Z""",769f91b8.57237,ENTER Departure Hall,Terminal 1,
"""2018-02-07T15:45:00.000Z""",769f91b8.57237,LEAVE Security Check,SEC-POS-2,
"""2018-02-07T15:49:00.000Z""",769f91b8.57237,Passport Control,Border-Control Booth 1,
"""2018-02-07T16:49:00.000Z""",769f91b8.57237,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-07T17:01:00.000Z""",769f91b8.57237,ENTER Bording Gate Area,Terminal 1,A14
"""2018-02-07T15:41:00.000Z""",769f91b8.57237,ENTER Security Check,SEC-POS-2,
"""2018-02-07T15:59:00.000Z""",769f91b8.57237,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-07T17:41:00.000Z""",769f91b8.57237,BOARD Aircraft,Terminal 1,A14
"""2018-02-07T15:25:00.000Z""",769f91b8.57237,ENTER Security Lane,SEC-LANE-5,
"""2018-06-05T05:17:00.000Z""",1727931d.be862d,ENTER Departure Hall,Terminal 1,
"""2018-06-05T05:39:00.000Z""",1727931d.be862d,LEAVE Check-In Area,Terminal 1,
"""2018-06-05T06:09:00.000Z""",1727931d.be862d,LEAVE Security Check,SEC-POS-2,
"""2018-06-05T06:13:00.000Z""",1727931d.be862d,Passport Control,Border-Control Booth 1,
"""2018-06-05T07:19:00.000Z""",1727931d.be862d,LEAVE Dining Area,Terminal 1,
"""2018-06-05T07:31:00.000Z""",1727931d.be862d,ENTER Bording Gate Area,Terminal 1,B3
"""2018-06-05T05:27:00.000Z""",1727931d.be862d,ENTER Check-In Area,Terminal 1,
"""2018-06-05T06:05:00.000Z""",1727931d.be862d,ENTER Security Check,SEC-POS-2,
"""2018-06-05T06:29:00.000Z""",1727931d.be862d,ENTER Dining Area,Terminal 1,
"""2018-06-05T08:11:00.000Z""",1727931d.be862d,BOARD Aircraft,Terminal 1,B3
"""2018-06-05T05:49:00.000Z""",1727931d.be862d,ENTER Security Lane,SEC-LANE-5,
"""2018-06-21T04:04:00.000Z""",72605ba3.5b4844,ENTER Departure Hall,Terminal 1,
"""2018-06-21T04:26:00.000Z""",72605ba3.5b4844,LEAVE Check-In Area,Terminal 1,
"""2018-06-21T04:56:00.000Z""",72605ba3.5b4844,LEAVE Security Check,SEC-POS-2,
"""2018-06-21T05:56:00.000Z""",72605ba3.5b4844,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-06-21T07:02:00.000Z""",72605ba3.5b4844,LEAVE Dining Area,Terminal 1,
"""2018-06-21T07:14:00.000Z""",72605ba3.5b4844,ENTER Bording Gate Area,Terminal 1,A14
"""2018-06-21T04:14:00.000Z""",72605ba3.5b4844,ENTER Check-In Area,Terminal 1,
"""2018-06-21T04:52:00.000Z""",72605ba3.5b4844,ENTER Security Check,SEC-POS-2,
"""2018-06-21T05:06:00.000Z""",72605ba3.5b4844,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-06-21T06:12:00.000Z""",72605ba3.5b4844,ENTER Dining Area,Terminal 1,
"""2018-06-21T07:54:00.000Z""",72605ba3.5b4844,BOARD Aircraft,Terminal 1,A14
"""2018-06-21T04:36:00.000Z""",72605ba3.5b4844,ENTER Security Lane,SEC-LANE-5,
"""2018-07-05T16:54:00.000Z""",77d74b9c.949bb4,ENTER Departure Hall,Terminal 1,
"""2018-07-05T17:27:00.000Z""",77d74b9c.949bb4,LEAVE Check-In Area,Terminal 1,
"""2018-07-05T18:12:00.000Z""",77d74b9c.949bb4,LEAVE Security Check,SEC-POS-2,
"""2018-07-05T18:33:00.000Z""",77d74b9c.949bb4,LEAVE Duty Free Area,Terminal 1,
"""2018-07-05T20:03:00.000Z""",77d74b9c.949bb4,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T22:03:00.000Z""",77d74b9c.949bb4,LEAVE Dining Area,Terminal 1,
"""2018-07-05T22:21:00.000Z""",77d74b9c.949bb4,ENTER Bording Gate Area,Terminal 1,B17
"""2018-07-05T17:09:00.000Z""",77d74b9c.949bb4,ENTER Check-In Area,Terminal 1,
"""2018-07-05T18:06:00.000Z""",77d74b9c.949bb4,ENTER Security Check,SEC-POS-2,
"""2018-07-05T20:24:00.000Z""",77d74b9c.949bb4,LEAVE Duty Free Area,Terminal 1,
"""2018-07-05T18:48:00.000Z""",77d74b9c.949bb4,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-05T20:48:00.000Z""",77d74b9c.949bb4,ENTER Dining Area,Terminal 1,
"""2018-07-05T23:21:00.000Z""",77d74b9c.949bb4,BOARD Aircraft,Terminal 1,B17
"""2018-07-05T17:42:00.000Z""",77d74b9c.949bb4,ENTER Security Lane,SEC-LANE-5,
"""2018-07-05T20:12:00.000Z""",77d74b9c.949bb4,ENTER Duty Free Area,Terminal 1,
"""2018-07-05T18:21:00.000Z""",77d74b9c.949bb4,ENTER Duty Free Area,Terminal 1,
"""2018-04-03T13:06:00.000Z""",d75c482d.39c1b8,ENTER Departure Hall,Terminal 1,
"""2018-04-03T13:26:00.000Z""",d75c482d.39c1b8,LEAVING Departure Hall,Terminal 1,
"""2018-09-19T05:57:00.000Z""",14c8686e.6c02e8,ENTER Departure Hall,Terminal 1,
"""2018-09-19T06:27:00.000Z""",14c8686e.6c02e8,LEAVE Security Check,SEC-POS-2,
"""2018-09-19T07:33:00.000Z""",14c8686e.6c02e8,LEAVE Dining Area,Terminal 1,
"""2018-09-19T07:45:00.000Z""",14c8686e.6c02e8,ENTER Bording Gate Area,Terminal 1,B4
"""2018-09-19T06:23:00.000Z""",14c8686e.6c02e8,ENTER Security Check,SEC-POS-2,
"""2018-09-19T06:43:00.000Z""",14c8686e.6c02e8,ENTER Dining Area,Terminal 1,
